,year,sex,suicides_no,population,suicides/100k pop,HDI for year,gdp_per_capita,generation,gdp_for_year
5506,2005,1,512,2175825,23.53,0.788,8256,0,122964812046.0
5507,2005,1,279,1241761,22.47,0.788,8256,2,122964812046.0
5508,2005,1,265,1388993,19.08,0.788,8256,4,122964812046.0
5509,2005,0,108,2201632,4.91,0.788,8256,0,122964812046.0
5510,2005,0,62,1345647,4.61,0.788,8256,4,122964812046.0
5511,2005,0,49,1222631,4.01,0.788,8256,2,122964812046.0
5512,2005,0,40,1101868,3.63,0.788,8256,5,122964812046.0
5513,2005,1,26,1381060,1.88,0.788,8256,4,122964812046.0
5514,2005,0,6,339162,1.77,0.788,8256,5,122964812046.0
5515,2005,0,14,1333737,1.05,0.788,8256,4,122964812046.0
5516,2006,1,82,210746,38.91,0.0,10270,5,154788024806.0
5517,2006,1,597,2214294,26.96,0.0,10270,0,154788024806.0
5518,2006,1,256,993366,25.77,0.0,10270,5,154788024806.0
5519,2006,1,287,1244997,23.05,0.0,10270,2,154788024806.0
5520,2006,1,256,1407202,18.19,0.0,10270,4,154788024806.0
5521,2006,0,127,2239649,5.67,0.0,10270,0,154788024806.0
5522,2006,0,74,1361962,5.43,0.0,10270,4,154788024806.0
5523,2006,0,49,1223765,4.0,0.0,10270,2,154788024806.0
5524,2006,0,33,1136080,2.9,0.0,10270,5,154788024806.0
5525,2006,0,8,352617,2.27,0.0,10270,5,154788024806.0
5526,2006,1,20,1367172,1.46,0.0,10270,4,154788024806.0
5527,2006,0,6,1319746,0.45,0.0,10270,4,154788024806.0
5528,2007,1,63,219367,28.72,0.0,11387,5,173605968179.0
5529,2007,1,270,1031049,26.19,0.0,11387,5,173605968179.0
5530,2007,1,310,1251058,24.78,0.0,11387,2,173605968179.0
5531,2007,1,532,2247973,23.67,0.0,11387,0,173605968179.0
5532,2007,1,302,1422332,21.23,0.0,11387,4,173605968179.0
5533,2007,0,90,1375294,6.54,0.0,11387,4,173605968179.0
5534,2007,0,74,1227488,6.03,0.0,11387,2,173605968179.0
5535,2007,0,128,2272322,5.63,0.0,11387,0,173605968179.0
5536,2007,0,42,1174419,3.58,0.0,11387,5,173605968179.0
5537,2007,0,9,365832,2.46,0.0,11387,5,173605968179.0
5538,2007,1,19,1352835,1.4,0.0,11387,3,173605968179.0
5539,2007,0,9,1305466,0.69,0.0,11387,3,173605968179.0
5540,2008,1,74,227419,32.54,0.0,11653,5,179638496279.0
5541,2008,1,346,1260323,27.45,0.0,11653,2,179638496279.0
5542,2008,1,294,1072247,27.42,0.0,11653,5,179638496279.0
5543,2008,1,616,2277546,27.05,0.0,11653,0,179638496279.0
5544,2008,1,330,1433674,23.02,0.0,11653,4,179638496279.0
5545,2008,0,110,1384953,7.94,0.0,11653,4,179638496279.0
5546,2008,0,79,1234171,6.4,0.0,11653,2,179638496279.0
5547,2008,0,135,2300364,5.87,0.0,11653,0,179638496279.0
5548,2008,0,64,1216310,5.26,0.0,11653,5,179638496279.0
5549,2008,0,10,378855,2.64,0.0,11653,5,179638496279.0
5550,2008,0,16,1291313,1.24,0.0,11653,3,179638496279.0
5551,2008,1,14,1338486,1.05,0.0,11653,3,179638496279.0
5552,2009,1,88,234780,37.48,0.0,11062,5,172389498445.0
5553,2009,1,362,1273220,28.43,0.0,11062,2,172389498445.0
5554,2009,1,316,1116278,28.31,0.0,11062,5,172389498445.0
5555,2009,1,613,2304506,26.6,0.0,11062,0,172389498445.0
5556,2009,1,330,1440637,22.91,0.0,11062,4,172389498445.0
5557,2009,0,102,1390368,7.34,0.0,11062,4,172389498445.0
5558,2009,0,85,1244249,6.83,0.0,11062,2,172389498445.0
5559,2009,0,155,2325328,6.67,0.0,11062,0,172389498445.0
5560,2009,0,59,1260914,4.68,0.0,11062,5,172389498445.0
5561,2009,0,12,391659,3.06,0.0,11062,5,172389498445.0
5562,2009,1,15,1324547,1.13,0.0,11062,3,172389498445.0
5563,2009,0,11,1277663,0.86,0.0,11062,3,172389498445.0
5564,2010,1,98,241464,40.59,0.814,13874,5,218537551220.0
5565,2010,1,607,2329802,26.05,0.814,13874,2,218537551220.0
5566,2010,1,307,1289792,23.8,0.814,13874,2,218537551220.0
5567,2010,1,273,1162662,23.48,0.814,13874,5,218537551220.0
5568,2010,1,315,1442868,21.83,0.814,13874,4,218537551220.0
5569,2010,0,90,1391250,6.47,0.814,13874,4,218537551220.0
5570,2010,0,150,2348223,6.39,0.814,13874,2,218537551220.0
5571,2010,0,78,1257779,6.2,0.814,13874,2,218537551220.0
5572,2010,0,45,1307594,3.44,0.814,13874,5,218537551220.0
5573,2010,0,10,404348,2.47,0.814,13874,5,218537551220.0
5574,2010,1,18,1311312,1.37,0.814,13874,3,218537551220.0
5575,2010,0,10,1264757,0.79,0.814,13874,3,218537551220.0
5576,2011,1,89,250197,35.57,0.821,15854,5,252251992029.0
5577,2011,1,339,1205080,28.13,0.821,15854,0,252251992029.0
5578,2011,1,330,1309717,25.2,0.821,15854,4,252251992029.0
5579,2011,1,575,2350457,24.46,0.821,15854,2,252251992029.0
5580,2011,1,312,1441346,21.65,0.821,15854,4,252251992029.0
5581,2011,0,158,2367343,6.67,0.821,15854,2,252251992029.0
5582,2011,0,67,1274974,5.26,0.821,15854,4,252251992029.0
5583,2011,0,69,1388507,4.97,0.821,15854,4,252251992029.0
5584,2011,0,50,1351263,3.7,0.821,15854,0,252251992029.0
5585,2011,0,14,417296,3.35,0.821,15854,5,252251992029.0
5586,2011,0,12,1253907,0.96,0.821,15854,3,252251992029.0
5587,2011,1,12,1300696,0.92,0.821,15854,3,252251992029.0
5588,2012,1,101,258082,39.13,0.827,16617,5,267122320057.0
5589,2012,1,319,1333713,23.92,0.827,16617,4,267122320057.0
5590,2012,1,555,2370451,23.41,0.827,16617,2,267122320057.0
5591,2012,1,285,1250017,22.8,0.827,16617,0,267122320057.0
5592,2012,1,242,1435400,16.86,0.827,16617,4,267122320057.0
5593,2012,0,138,2385205,5.79,0.827,16617,2,267122320057.0
5594,2012,0,62,1296016,4.78,0.827,16617,4,267122320057.0
5595,2012,0,62,1381401,4.49,0.827,16617,4,267122320057.0
5596,2012,0,52,1397521,3.72,0.827,16617,0,267122320057.0
5597,2012,0,10,429697,2.33,0.827,16617,5,267122320057.0
5598,2012,1,8,1292347,0.62,0.827,16617,3,267122320057.0
5599,2012,0,7,1245397,0.56,0.827,16617,3,267122320057.0
5600,2013,1,82,265665,30.87,0.83,17140,5,278384332694.0
5601,2013,1,288,1296922,22.21,0.83,17140,0,278384332694.0
5602,2013,1,298,1359760,21.92,0.83,17140,4,278384332694.0
5603,2013,1,516,2389789,21.59,0.83,17140,2,278384332694.0
5604,2013,1,224,1425807,15.71,0.83,17140,4,278384332694.0
5605,2013,0,130,2401833,5.41,0.83,17140,2,278384332694.0
5606,2013,0,60,1370723,4.38,0.83,17140,4,278384332694.0
5607,2013,0,52,1318935,3.94,0.83,17140,4,278384332694.0
5608,2013,0,54,1445681,3.74,0.83,17140,0,278384332694.0
5609,2013,0,14,442189,3.17,0.83,17140,5,278384332694.0
5610,2013,1,12,1285975,0.93,0.83,17140,3,278384332694.0
5611,2013,0,8,1238965,0.65,0.83,17140,3,278384332694.0
5612,2014,1,92,273608,33.62,0.832,15883,5,260584090571.0
5613,2014,1,308,1345116,22.9,0.832,15883,0,260584090571.0
5614,2014,1,536,2408469,22.25,0.832,15883,2,260584090571.0
5615,2014,1,289,1384843,20.87,0.832,15883,4,260584090571.0
5616,2014,1,238,1413924,16.83,0.832,15883,4,260584090571.0
5617,2014,0,127,2417192,5.25,0.832,15883,2,260584090571.0
5618,2014,0,60,1340788,4.47,0.832,15883,4,260584090571.0
5619,2014,0,58,1357865,4.27,0.832,15883,4,260584090571.0
5620,2014,0,52,1494867,3.48,0.832,15883,0,260584090571.0
5621,2014,0,8,455627,1.76,0.832,15883,5,260584090571.0
5622,2014,1,12,1280751,0.94,0.832,15883,3,260584090571.0
5623,2014,0,9,1233817,0.73,0.832,15883,3,260584090571.0
5624,2015,1,117,282308,41.44,0.0,14729,5,243999477738.0
5625,2015,1,301,1394272,21.59,0.0,14729,0,243999477738.0
5626,2015,1,513,2426719,21.14,0.0,14729,2,243999477738.0
5627,2015,1,296,1406921,21.04,0.0,14729,4,243999477738.0
5628,2015,1,224,1400822,15.99,0.0,14729,4,243999477738.0
5629,2015,0,136,2431495,5.59,0.0,14729,2,243999477738.0
5630,2015,0,78,1544550,5.05,0.0,14729,0,243999477738.0
5631,2015,0,66,1359598,4.85,0.0,14729,4,243999477738.0
5632,2015,0,64,1343941,4.76,0.0,14729,4,243999477738.0
5633,2015,0,21,470618,4.46,0.0,14729,5,243999477738.0
5634,2015,0,13,1228869,1.06,0.0,14729,3,243999477738.0
5635,2015,1,9,1275612,0.71,0.0,14729,3,243999477738.0
5636,1985,1,21,123400,17.02,0.573,1393,1,34894411352.0
5637,1985,1,113,1015200,11.13,0.573,1393,1,34894411352.0
5638,1985,1,193,2323700,8.31,0.573,1393,0,34894411352.0
5639,1985,1,256,3190200,8.02,0.573,1393,2,34894411352.0
5640,1985,1,188,2451100,7.67,0.573,1393,5,34894411352.0
5641,1985,0,117,3140700,3.73,0.573,1393,2,34894411352.0
5642,1985,0,45,2276100,1.98,0.573,1393,0,34894411352.0
5643,1985,0,3,174000,1.72,0.573,1393,1,34894411352.0
5644,1985,0,31,2403500,1.29,0.573,1393,5,34894411352.0
5645,1985,0,12,1150600,1.04,0.573,1393,1,34894411352.0
5646,1985,1,12,3443900,0.35,0.573,1393,2,34894411352.0
5647,1985,0,10,3360000,0.3,0.573,1393,2,34894411352.0
5648,1986,1,13,126000,10.32,0.0,1366,1,34942489684.0
5649,1986,1,260,3258100,7.98,0.0,1366,2,34942489684.0
5650,1986,1,189,2373200,7.96,0.0,1366,0,34942489684.0
5651,1986,1,81,1036800,7.81,0.0,1366,1,34942489684.0
5652,1986,1,187,2503200,7.47,0.0,1366,5,34942489684.0
5653,1986,0,121,3207600,3.77,0.0,1366,2,34942489684.0
5654,1986,0,48,2324500,2.06,0.0,1366,0,34942489684.0
5655,1986,0,13,1175000,1.11,0.0,1366,1,34942489684.0
5656,1986,0,26,2454600,1.06,0.0,1366,5,34942489684.0
5657,1986,0,10,3431600,0.29,0.0,1366,2,34942489684.0
5658,1986,1,10,3517300,0.28,0.0,1366,2,34942489684.0
5659,1986,0,0,177700,0.0,0.0,1366,1,34942489684.0
5660,1987,1,301,3533143,8.52,0.0,1299,2,36373307085.0
5661,1987,1,86,1044703,8.23,0.0,1299,1,36373307085.0
5662,1987,1,14,183612,7.62,0.0,1299,1,36373307085.0
5663,1987,1,192,2615813,7.34,0.0,1299,0,36373307085.0
5664,1987,1,147,2567656,5.73,0.0,1299,5,36373307085.0
5665,1987,0,118,3468807,3.4,0.0,1299,2,36373307085.0
5666,1987,0,29,2651735,1.09,0.0,1299,0,36373307085.0
5667,1987,0,27,2755678,0.98,0.0,1299,5,36373307085.0
5668,1987,0,10,1210423,0.83,0.0,1299,1,36373307085.0
5669,1987,0,2,257621,0.78,0.0,1299,1,36373307085.0
5670,1987,1,16,3924075,0.41,0.0,1299,2,36373307085.0
5671,1987,0,9,3796166,0.24,0.0,1299,2,36373307085.0
5672,1988,1,27,190910,14.14,0.0,1369,1,39212550050.0
5673,1988,1,214,2696739,7.94,0.0,1369,0,39212550050.0
5674,1988,1,83,1069673,7.76,0.0,1369,1,39212550050.0
5675,1988,1,243,3543715,6.86,0.0,1369,2,39212550050.0
5676,1988,1,160,2682795,5.96,0.0,1369,5,39212550050.0
5677,1988,0,85,3480840,2.44,0.0,1369,2,39212550050.0
5678,1988,0,6,268303,2.24,0.0,1369,1,39212550050.0
5679,1988,0,41,2734383,1.5,0.0,1369,0,39212550050.0
5680,1988,0,26,2877134,0.9,0.0,1369,5,39212550050.0
5681,1988,1,14,3998496,0.35,0.0,1369,2,39212550050.0
5682,1988,0,4,1240926,0.32,0.0,1369,1,39212550050.0
5683,1988,0,9,3865587,0.23,0.0,1369,2,39212550050.0
5684,1989,1,17,197086,8.63,0.0,1350,1,39540080200.0
5685,1989,1,87,1096341,7.94,0.0,1350,1,39540080200.0
5686,1989,1,194,2777676,6.98,0.0,1350,0,39540080200.0
5687,1989,1,152,2802188,5.42,0.0,1350,5,39540080200.0
5688,1989,1,191,3551741,5.38,0.0,1350,2,39540080200.0
5689,1989,0,78,3489146,2.24,0.0,1350,2,39540080200.0
5690,1989,0,45,2817903,1.6,0.0,1350,0,39540080200.0
5691,1989,0,4,278074,1.44,0.0,1350,1,39540080200.0
5692,1989,0,34,3003700,1.13,0.0,1350,5,39540080200.0
5693,1989,0,13,3932480,0.33,0.0,1350,2,39540080200.0
5694,1989,0,4,1273639,0.31,0.0,1350,1,39540080200.0
5695,1989,1,12,4069855,0.29,0.0,1350,2,39540080200.0
5696,1990,1,21,202048,10.39,0.596,1346,1,40274204595.0
5697,1990,1,85,1124943,7.56,0.596,1346,1,40274204595.0
5698,1990,1,220,3562908,6.17,0.596,1346,2,40274204595.0
5699,1990,1,174,2859281,6.09,0.596,1346,0,40274204595.0
5700,1990,1,153,2924679,5.23,0.596,1346,5,40274204595.0
5701,1990,0,95,3499435,2.71,0.596,1346,2,40274204595.0
5702,1990,0,41,2902786,1.41,0.596,1346,0,40274204595.0
5703,1990,0,40,3134518,1.28,0.596,1346,5,40274204595.0
5704,1990,0,14,1308768,1.07,0.596,1346,1,40274204595.0
5705,1990,0,3,286894,1.05,0.596,1346,1,40274204595.0
5706,1990,1,12,4132729,0.29,0.596,1346,2,40274204595.0
5707,1990,0,7,3991984,0.18,0.596,1346,2,40274204595.0
5708,1991,1,280,3569610,7.84,0.0,1348,2,41239551378.0
5709,1991,1,89,1152018,7.73,0.0,1348,5,41239551378.0
5710,1991,1,216,2944422,7.34,0.0,1348,0,41239551378.0
5711,1991,1,14,210787,6.64,0.0,1348,1,41239551378.0
5712,1991,1,175,3053490,5.73,0.0,1348,0,41239551378.0
5713,1991,0,100,3511813,2.85,0.0,1348,2,41239551378.0
5714,1991,0,54,2991721,1.8,0.0,1348,0,41239551378.0
5715,1991,0,36,3271390,1.1,0.0,1348,0,41239551378.0
5716,1991,0,3,298517,1.0,0.0,1348,1,41239551378.0
5717,1991,0,10,1341052,0.75,0.0,1348,5,41239551378.0
5718,1991,1,24,4191827,0.57,0.0,1348,4,41239551378.0
5719,1991,0,9,4047531,0.22,0.0,1348,4,41239551378.0
5720,1992,1,108,1154900,9.35,0.0,1664,5,49279585355.0
5721,1992,1,20,215800,9.27,0.0,1664,1,49279585355.0
5722,1992,1,251,2922400,8.59,0.0,1664,0,49279585355.0
5723,1992,1,274,3373400,8.12,0.0,1664,2,49279585355.0
5724,1992,1,180,3058800,5.88,0.0,1664,0,49279585355.0
5725,1992,0,111,3331300,3.33,0.0,1664,2,49279585355.0
5726,1992,0,53,2997700,1.77,0.0,1664,0,49279585355.0
5727,1992,0,48,3267600,1.47,0.0,1664,0,49279585355.0
5728,1992,0,6,1315300,0.46,0.0,1664,5,49279585355.0
5729,1992,0,17,3786400,0.45,0.0,1664,4,49279585355.0
5730,1992,1,17,3917400,0.43,0.0,1664,4,49279585355.0
5731,1992,0,1,274400,0.36,0.0,1664,1,49279585355.0
5732,1993,1,22,222900,9.87,0.0,1845,1,55802538219.0
5733,1993,1,108,1184100,9.12,0.0,1845,5,55802538219.0
5734,1993,1,279,3377300,8.26,0.0,1845,2,55802538219.0
5735,1993,1,226,3015600,7.49,0.0,1845,0,55802538219.0
5736,1993,1,215,3186600,6.75,0.0,1845,0,55802538219.0
5737,1993,0,101,3332600,3.03,0.0,1845,2,55802538219.0
5738,1993,0,53,3088400,1.72,0.0,1845,0,55802538219.0
5739,1993,0,16,1348500,1.19,0.0,1845,5,55802538219.0
5740,1993,0,36,3406300,1.06,0.0,1845,0,55802538219.0
5741,1993,1,21,3965600,0.53,0.0,1845,4,55802538219.0
5742,1993,0,8,3830500,0.21,0.0,1845,4,55802538219.0
5743,1993,0,0,283800,0.0,0.0,1845,1,55802538219.0
5744,1994,1,31,230500,13.45,0.0,2646,1,81703500846.0
5745,1994,1,313,3391100,9.23,0.0,2646,2,81703500846.0
5746,1994,1,110,1214600,9.06,0.0,2646,5,81703500846.0
5747,1994,1,247,3094400,7.98,0.0,2646,0,81703500846.0
5748,1994,1,216,3320000,6.51,0.0,2646,0,81703500846.0
5749,1994,0,130,3343400,3.89,0.0,2646,2,81703500846.0
5750,1994,0,59,3164600,1.86,0.0,2646,0,81703500846.0
5751,1994,0,19,1382700,1.37,0.0,2646,5,81703500846.0
5752,1994,0,44,3551000,1.24,0.0,2646,0,81703500846.0
5753,1994,0,2,293900,0.68,0.0,2646,1,81703500846.0
5754,1994,0,14,3874700,0.36,0.0,2646,4,81703500846.0
5755,1994,1,13,4013700,0.32,0.0,2646,4,81703500846.0
5756,1995,1,27,237128,11.39,0.629,2796,1,92507279383.0
5757,1995,1,110,1280826,8.59,0.629,2796,5,92507279383.0
5758,1995,1,253,3221761,7.85,0.629,2796,2,92507279383.0
5759,1995,1,271,3657416,7.41,0.629,2796,2,92507279383.0
5760,1995,1,213,3599535,5.92,0.629,2796,0,92507279383.0
5761,1995,0,116,3602418,3.22,0.629,2796,2,92507279383.0
5762,1995,0,55,3296038,1.67,0.629,2796,2,92507279383.0
5763,1995,0,63,3860918,1.63,0.629,2796,0,92507279383.0
5764,1995,0,16,1495950,1.07,0.629,2796,5,92507279383.0
5765,1995,1,15,4330243,0.35,0.629,2796,4,92507279383.0
5766,1995,0,1,337540,0.3,0.629,2796,1,92507279383.0
5767,1995,0,10,4171126,0.24,0.629,2796,4,92507279383.0
5768,1996,1,33,248909,13.26,0.0,2883,1,97160109278.0
5769,1996,1,124,1313132,9.44,0.0,2883,5,97160109278.0
5770,1996,1,289,3707736,7.79,0.0,2883,2,97160109278.0
5771,1996,1,259,3749624,6.91,0.0,2883,0,97160109278.0
5772,1996,1,225,3258034,6.91,0.0,2883,2,97160109278.0
5773,1996,0,121,3651707,3.31,0.0,2883,2,97160109278.0
5774,1996,0,58,3336435,1.74,0.0,2883,2,97160109278.0
5775,1996,0,44,4021393,1.09,0.0,2883,0,97160109278.0
5776,1996,0,15,1533960,0.98,0.0,2883,5,97160109278.0
5777,1996,0,3,352470,0.85,0.0,2883,1,97160109278.0
5778,1996,1,21,4344969,0.48,0.0,2883,4,97160109278.0
5779,1996,0,17,4185267,0.41,0.0,2883,4,97160109278.0
5780,1997,1,34,260440,13.05,0.0,3106,1,106659508271.0
5781,1997,1,117,1349163,8.67,0.0,3106,5,106659508271.0
5782,1997,1,315,3775597,8.34,0.0,3106,2,106659508271.0
5783,1997,1,242,3280278,7.38,0.0,3106,2,106659508271.0
5784,1997,1,234,3906804,5.99,0.0,3106,0,106659508271.0
5785,1997,0,117,3716547,3.15,0.0,3106,2,106659508271.0
5786,1997,0,70,3362418,2.08,0.0,3106,2,106659508271.0
5787,1997,0,57,4189374,1.36,0.0,3106,0,106659508271.0
5788,1997,0,17,1575903,1.08,0.0,3106,5,106659508271.0
5789,1997,0,3,367426,0.82,0.0,3106,1,106659508271.0
5790,1997,1,19,4358250,0.44,0.0,3106,4,106659508271.0
5791,1997,0,17,4196625,0.41,0.0,3106,4,106659508271.0
5792,1998,1,51,271456,18.79,0.0,2814,1,98443739941.0
5793,1998,1,507,3853955,13.16,0.0,2814,2,98443739941.0
5794,1998,1,182,1390023,13.09,0.0,2814,5,98443739941.0
5795,1998,1,402,3292463,12.21,0.0,2814,2,98443739941.0
5796,1998,1,374,4068675,9.19,0.0,2814,0,98443739941.0
5797,1998,0,247,3789996,6.52,0.0,2814,2,98443739941.0
5798,1998,0,97,3377856,2.87,0.0,2814,2,98443739941.0
5799,1998,0,88,4362525,2.02,0.0,2814,0,98443739941.0
5800,1998,0,47,4205288,1.12,0.0,2814,4,98443739941.0
5801,1998,0,18,1623053,1.11,0.0,2814,5,98443739941.0
5802,1998,1,36,4369564,0.82,0.0,2814,4,98443739941.0
5803,1998,0,3,382185,0.78,0.0,2814,1,98443739941.0
5804,1999,1,53,281533,18.83,0.0,2419,1,86186158685.0
5805,1999,1,217,1437035,15.1,0.0,2419,5,86186158685.0
5806,1999,1,506,3930904,12.87,0.0,2419,2,86186158685.0
5807,1999,1,414,3300918,12.54,0.0,2419,2,86186158685.0
5808,1999,1,425,4231334,10.04,0.0,2419,0,86186158685.0
5809,1999,0,240,3860670,6.22,0.0,2419,2,86186158685.0
5810,1999,0,97,3388982,2.86,0.0,2419,2,86186158685.0
5811,1999,0,90,4537037,1.98,0.0,2419,0,86186158685.0
5812,1999,0,46,4210355,1.09,0.0,2419,4,86186158685.0
5813,1999,0,17,1676984,1.01,0.0,2419,5,86186158685.0
5814,1999,1,35,4377335,0.8,0.0,2419,4,86186158685.0
5815,1999,0,3,396321,0.76,0.0,2419,1,86186158685.0
5816,2000,1,60,290481,20.66,0.654,2755,1,99886577331.0
5817,2000,1,629,3998961,15.73,0.654,2755,2,99886577331.0
5818,2000,1,198,1491171,13.28,0.654,2755,5,99886577331.0
5819,2000,1,438,3310535,13.23,0.654,2755,2,99886577331.0
5820,2000,1,453,4391802,10.31,0.654,2755,0,99886577331.0
5821,2000,0,262,3921422,6.68,0.654,2755,2,99886577331.0
5822,2000,0,96,3400584,2.82,0.654,2755,2,99886577331.0
5823,2000,0,99,4710061,2.1,0.654,2755,0,99886577331.0
5824,2000,0,6,409711,1.46,0.654,2755,1,99886577331.0
5825,2000,0,57,4209864,1.35,0.654,2755,4,99886577331.0
5826,2000,0,23,1738797,1.32,0.654,2755,5,99886577331.0
5827,2000,1,37,4378953,0.84,0.654,2755,4,99886577331.0
5828,2001,1,54,304065,17.76,0.0,2662,5,98203546156.0
5829,2001,1,234,1547265,15.12,0.0,2662,5,98203546156.0
5830,2001,1,602,4057598,14.84,0.0,2662,4,98203546156.0
5831,2001,1,439,3328209,13.19,0.0,2662,2,98203546156.0
5832,2001,1,491,4555809,10.78,0.0,2662,0,98203546156.0
5833,2001,0,302,3976430,7.59,0.0,2662,4,98203546156.0
5834,2001,0,105,3416780,3.07,0.0,2662,2,98203546156.0
5835,2001,0,30,1803020,1.66,0.0,2662,5,98203546156.0
5836,2001,0,71,4884700,1.45,0.0,2662,0,98203546156.0
5837,2001,0,45,4206893,1.07,0.0,2662,4,98203546156.0
5838,2001,0,4,427591,0.94,0.0,2662,5,98203546156.0
5839,2001,1,35,4376068,0.8,0.0,2662,4,98203546156.0
5840,2002,1,48,316252,15.18,0.0,2613,5,97933391976.0
5841,2002,1,590,4104822,14.37,0.0,2613,4,97933391976.0
5842,2002,1,460,3344207,13.76,0.0,2613,2,97933391976.0
5843,2002,1,177,1609818,11.0,0.0,2613,5,97933391976.0
5844,2002,1,487,4717038,10.32,0.0,2613,0,97933391976.0
5845,2002,0,295,4019790,7.34,0.0,2613,4,97933391976.0
5846,2002,0,92,3430874,2.68,0.0,2613,2,97933391976.0
5847,2002,0,81,5056712,1.6,0.0,2613,0,97933391976.0
5848,2002,0,64,4195227,1.53,0.0,2613,4,97933391976.0
5849,2002,0,28,1874594,1.49,0.0,2613,5,97933391976.0
5850,2002,1,53,4364710,1.21,0.0,2613,4,97933391976.0
5851,2002,0,4,444232,0.9,0.0,2613,5,97933391976.0
5852,2003,1,49,327352,14.97,0.0,2489,5,94684584163.0
5853,2003,1,235,1679338,13.99,0.0,2489,5,94684584163.0
5854,2003,1,424,3363500,12.61,0.0,2489,2,94684584163.0
5855,2003,1,508,4143231,12.26,0.0,2489,4,94684584163.0
5856,2003,1,441,4872021,9.05,0.0,2489,0,94684584163.0
5857,2003,0,299,4053688,7.38,0.0,2489,4,94684584163.0
5858,2003,0,93,3447910,2.7,0.0,2489,2,94684584163.0
5859,2003,0,96,5222660,1.84,0.0,2489,0,94684584163.0
5860,2003,0,35,1953968,1.79,0.0,2489,5,94684584163.0
5861,2003,0,6,460065,1.3,0.0,2489,5,94684584163.0
5862,2003,0,48,4175544,1.15,0.0,2489,4,94684584163.0
5863,2003,1,35,4345236,0.81,0.0,2489,4,94684584163.0
5864,2004,1,74,337747,21.91,0.0,3033,5,117074863822.0
5865,2004,1,229,1756739,13.04,0.0,3033,5,117074863822.0
5866,2004,1,522,4177514,12.5,0.0,3033,4,117074863822.0
5867,2004,1,397,3393144,11.7,0.0,3033,2,117074863822.0
5868,2004,1,465,5016477,9.27,0.0,3033,0,117074863822.0
5869,2004,0,246,4082601,6.03,0.0,3033,4,117074863822.0
5870,2004,0,91,3474885,2.62,0.0,3033,2,117074863822.0
5871,2004,0,9,475649,1.89,0.0,3033,5,117074863822.0
5872,2004,0,85,5378213,1.58,0.0,3033,0,117074863822.0
5873,2004,0,29,2041937,1.42,0.0,3033,5,117074863822.0
5874,2004,1,56,4319787,1.3,0.0,3033,4,117074863822.0
5875,2004,0,41,4150023,0.99,0.0,3033,4,117074863822.0
5876,2005,1,63,347667,18.12,0.679,3742,5,146566264837.0
5877,2005,1,517,4209960,12.28,0.679,3742,4,146566264837.0
5878,2005,1,219,1842503,11.89,0.679,3742,5,146566264837.0
5879,2005,1,352,3436781,10.24,0.679,3742,2,146566264837.0
5880,2005,1,434,5147445,8.43,0.679,3742,0,146566264837.0
5881,2005,0,225,4108824,5.48,0.679,3742,4,146566264837.0
5882,2005,0,93,3515419,2.65,0.679,3742,2,146566264837.0
5883,2005,0,87,5520328,1.58,0.679,3742,0,146566264837.0
5884,2005,0,27,2138822,1.26,0.679,3742,5,146566264837.0
5885,2005,1,52,4291635,1.21,0.679,3742,4,146566264837.0
5886,2005,0,5,491399,1.02,0.679,3742,5,146566264837.0
5887,2005,0,28,4122007,0.68,0.679,3742,4,146566264837.0
5888,2006,1,78,363411,21.46,0.0,4095,5,162590146096.0
5889,2006,1,521,4229825,12.32,0.0,4095,4,162590146096.0
5890,2006,1,408,3492325,11.68,0.0,4095,2,162590146096.0
5891,2006,1,211,1925991,10.96,0.0,4095,5,162590146096.0
5892,2006,1,453,5261515,8.61,0.0,4095,0,162590146096.0
5893,2006,0,197,4126897,4.77,0.0,4095,4,162590146096.0
5894,2006,0,96,3566953,2.69,0.0,4095,2,162590146096.0
5895,2006,0,90,5642326,1.6,0.0,4095,0,162590146096.0
5896,2006,0,33,2234226,1.48,0.0,4095,5,162590146096.0
5897,2006,1,46,4260456,1.08,0.0,4095,4,162590146096.0
5898,2006,0,40,4092360,0.98,0.0,4095,4,162590146096.0
5899,2006,0,4,512391,0.78,0.0,4095,5,162590146096.0
5900,2007,1,67,378405,17.71,0.0,5150,5,207416494642.0
5901,2007,1,245,2018827,12.14,0.0,5150,5,207416494642.0
